Cleaned_Comment,Predicted_Sentiment
jay shay is reason that tanay bhai vote bjp,NEGATIVE
ek ar video mangta,POSITIVE
tanay bhai hum world cup jeet gye bhai gods plan baby,POSITIVE
thodi khusi thoda gum,NEGATIVE
ye jeet mba chaiwala ki waje se mili hai,NEGATIVE
siddu ki comentry thik hi thi ishant sharma khatarnak jaisa gutka khake aaya ho mai turank english switch karta tha,NEGATIVE
australia ke sath badla is not only have to beat them in odi world cup final to take revenge,POSITIVE
special thanks to mba,POSITIVE
jay sah the man with his word,POSITIVE
rohirat deserved it with everyone,POSITIVE
jai hind thank you for so much memories roko,POSITIVE
navjot singh siddu most irritating voice,NEGATIVE
happy but i am sad you know reason,POSITIVE
man of the match toh pandu ko milna chahiye th,POSITIVE
tanay bhai video to m dhekhunga pr subscribe nhi krunga,NEGATIVE
rohit vai k trophy lene k style dekh k messi k wc lene k style yaad aa gaya,NEGATIVE
lehra diya jhanda barbados main,NEGATIVE
thank you jay shah and praful billore,POSITIVE
bhai part to,POSITIVE
sach batoo yrro kon kon roya tha final ka baad khliadyon ko rota dekh kar,NEGATIVE
congratulations to india for winning world cup this year finally the wait is ended,POSITIVE
or idhr mai room me rone lga tha,NEGATIVE
lehra doo,POSITIVE
jit gaye tanay vaii,NEGATIVE
virat kholi,POSITIVE
kar diya subscribe,NEGATIVE
baaki sab to thik hai par ye sidhu ko dobara ban karo koikaan se khun nikal deta hai ye aadmi,NEGATIVE
second time jita humne,POSITIVE
rohit virat pillar of ict,POSITIVE
south africa also gave a really tough fight but our teamwork pulled off the miraculous victory,POSITIVE
jit gye bhaiyo,POSITIVE
moment ha bhai moment h,NEGATIVE
bhai hindustan jindabad,POSITIVE
bhai rona a gaya tha mere ko emotional ho gaya tha main,NEGATIVE
hardik bhai maf kor do,POSITIVE
bhai mba chai wala ki saktiya nxt level hai,NEGATIVE
ravi shastri thoda der ke liye goti muh me tha agar surya miller ka catch nahi leta toh kuch bhi ho skta tha,NEGATIVE
indiaaa indiaaa,POSITIVE
baat to sahi kahe bhai nind bilkul nai aa rha tha,NEGATIVE
itni khushi itni khushi,NEGATIVE
video request a special video on rohirat retirement please,NEGATIVE
ab bhai better lol but tanay is clasic critic,NEGATIVE
jay shah team i dia,POSITIVE
fix too nehi tha,NEGATIVE
effortsdramaemotionstears,NEGATIVE
bhai apne kha comment to comment krrhaek or vdo,NEGATIVE
triranaga touched the ground while celebration,POSITIVE
congratulations team india love u guys,POSITIVE
jo socha tha ki ess video sabse pahile jay shaha kahi video hongajeet gaye,NEGATIVE
rohit rohit,POSITIVE
mne phle se hi subscribe kiya hua tha tanay k bolne pr phir se kr diya how noble person i am,POSITIVE
the hardik pandya redemption,POSITIVE
bhaiya subscribe kr diya ji lo apni zindagi,NEGATIVE
india india india best team in the world for all format,POSITIVE
ek video rohit sharma ki cap pe banao,POSITIVE
impact player prafful,POSITIVE
tanay bhai ne bola comment karne ka to karne ka india india india,NEGATIVE
mis u roko,NEGATIVE
love you bhai,POSITIVE
virat kohli animal movie bobby deol,POSITIVE
rohirat fan,POSITIVE
hardik bhai jaisa koi hardich nahi hai,POSITIVE
bro today next video please,POSITIVE
hum jeet gye happy for rohit and virat,POSITIVE
bhai tu to kalse gayab ho jayega underground hone ka waqt aagaya hai,NEGATIVE
aag laga di paaji,NEGATIVE
roko please dont retire abhi na jaao chodd ke ye dil abhi bhara nahi,NEGATIVE
navjot singh sidhu commentry whole world cup at the winning moment of india,POSITIVE
jay shah bhai ke aage koi kuch bol sakta hai kya,POSITIVE
rohit bhai wait kr rhe the virat ke retirement ka ab odi aur test ka dekho bas,POSITIVE
i think that was ric flairs walk not dance,NEGATIVE
rohitkohli,POSITIVE
bhai abhi tk kisi youtube video pr comment nhi kiya lekin aaj tmhare khne pr kr rha hu hm jeet gye,NEGATIVE
kon kon script bol raha hai,POSITIVE
iam from pakistan but still got goosebumps,POSITIVE
indiaroko,POSITIVE
eagarly waiting your video,NEGATIVE
aaj mera bday hai kitne like milenge,NEGATIVE
bhaiya main aapki video ka subhash intezar kar rahi hun,NEGATIVE
subscribe kar diya,NEGATIVE
khunse redbull,NEGATIVE
khusi is baat ka tha ke hum icc ke trophy jit gaye dukh use vhi jayada badh gaya qyuonki ek sath the wall king amp hitman anounce kar diya hum retirement le rahin hain,NEGATIVE
hum jeet gye hum jeet gye,NEGATIVE
lehra do har jaga,NEGATIVE
shuru mai khushi thi bad mai dukh roko retirement,NEGATIVE
india world cup jita aur tanay bhai ne itna chota celebration video dala ye to galat hai bhai,POSITIVE
inshallah world cup jeet gye,POSITIVE
laao ek aur video laao,NEGATIVE
roko jaisa koi nhi,POSITIVE
isse achi koi raat nhi isse achi koi yaad nhi isse achi koi baat nhi ab rohit bhai aapse koi fariyaad nhi,NEGATIVE
virat rohit pandya pant bumrah arshdeep surya kumar yadav kuldeep shivam axar rahul dravid sir jadeja,POSITIVE
happy and sad too,POSITIVE
bhai bahut bara miss kar diye mba chaywala ko chhor kar,NEGATIVE
momentum todne ke liye pant ne gurbaj ki acting piche chhod di,NEGATIVE
indian team deserve it,POSITIVE
what a emotional match,POSITIVE
mahi bhai ko bhi insta ka oassword yaad aa gaya,NEGATIVE
fire fire fire,POSITIVE
hardik respect buttons,POSITIVE
pakistan ka baap jeet gya,POSITIVE
siddhu ne dimag ka bhsda kar diya tha but india ne jit ke dimag refresh kar diya,POSITIVE
very emotional few last hours,POSITIVE
anushka sharma wali meme ka matlab,POSITIVE
bhai tu sidhu ko compare krtauske jaisi commentry kisi se hogi nhiaur tum jbh anpadh to uske sabdo ke arth kya smjohge,NEGATIVE
jaay hind,NEGATIVE
everyone is a gangsta of this team,NEGATIVE
watching the video at goa vacationsreply kar do tanay bhai,NEGATIVE
virat bhai rohit bhai,POSITIVE
bhaii hame laga app emotional hoke video shuru karege,NEGATIVE
great legend retired with the trophy rohit sharma and virat kohli end of the era of roko,POSITIVE
surya kumar yadav like button,POSITIVE
like if you want another video,NEGATIVE
roko retired,NEGATIVE
suryakumar yadav catch,POSITIVE
hardik pandya in ipl in wc,POSITIVE
aapka wait kar raha thaa,NEGATIVE
to abhi bhi hai but reason nhi hai but reason se bhi bada hai hitman and king koli,NEGATIVE
wo one video wala topic was a good choice we want one more video,NEGATIVE
jay shah ke aage koi bolsakta hai kya,POSITIVE
es would cup me sabse jyada naisafi huyi hai na wo sanju bhai ke sath huaa hai,NEGATIVE
ak long video banao bhai please,NEGATIVE
kon kon roya kal,POSITIVE
yaar itna late kon karta hai tanay,NEGATIVE
india champion of the world,POSITIVE
rohit took us to finals and kohli won the finals,POSITIVE
jay shah for a reason,NEGATIVE
ek aur video banti hai bhai,NEGATIVE
rohit be like natasha bhabhi side hato,POSITIVE
just like for indias team performance,POSITIVE
i want more video,NEGATIVE
tanay bhai ek our video banao final pe,NEGATIVE
virat amp rohit,POSITIVE
entire team and every player,POSITIVE
one of the best finals in icc tournaments,POSITIVE
india ka kon jitya,POSITIVE
bhai kohli aur rohit ki retirement wali bat sunke bhot khali khali feel horha bhot khush huu jit gyi india,NEGATIVE
no one can match jay shah script and prafull chaiwala,NEGATIVE
thank you roko well done hardikbumraharshsuryaaxar,POSITIVE
bhai mene to siddu paji ka commentry sunkor mute hi kardiya ta,NEGATIVE
tanay bhai ap kab retirement loge,POSITIVE
kushi ta itni hai no words but jaise he virat aur rohit ne retirement ka decided kiya tabi itna roya mai world cup win ki kushi fiki lagne lagi,POSITIVE
rohit made sure india reach to finals and kohli made sure that india wins,POSITIVE
we miss you rohirat,POSITIVE
after every match watching tanays video is consistent,POSITIVE
koi nhi bole ga thala for the reason ye pura team ka hard work hai,NEGATIVE
roko fans like,POSITIVE
yrr south africa ke liye bhi bura lag raha hai,POSITIVE
grateful to witness roko era,POSITIVE
sala yeh dukh kahe khatam nhi hota jeet k v khus nhi hoon kohli aur rohit bhai ka retirement,NEGATIVE
its not a trophy its a emotion,NEGATIVE
bhai dusra video bhi chahiye,NEGATIVE
rohit virat ki emotional videos dak dak kr kl sa roo roo kr bura hal ha bhai bhut miss krange inko specially rohit ki garden worning,NEGATIVE
dance nai tha be rohit messi ka fan hai wc messi jeetne k baad aise hi dance karte aya,NEGATIVE
lo aaj comment kr diya bhai,NEGATIVE
mja aa gya tanay bhai,POSITIVE
bhai kon kon manta hai k rohit or kohli sir k bharpai hona bhut mushkil hai,NEGATIVE
happy from india victory but respect for sa,POSITIVE
kyu tanay bhai aaj hardik ko troll nhi kroge ipl me to khub troll aur boo kiya tha logo ne bande ne apna sara emotions dabakar rakha bhai ipl me lakh bura khel le hardik par aaj bhi international me apne team ko comeback karana nhi bhula,NEGATIVE
bhai maine tumari video ka intzar bahut kiya,NEGATIVE
two legend rohirat,POSITIVE
who support indiaa indiaa,POSITIVE
a festival to india,POSITIVE
i am writing this comment before watching this video that this will be your best video,POSITIVE
christopher nolan who we have jay shah the best script writer,POSITIVE
bhai maine ek paragraph galiyo ki likh rakhi thi siddhu ke ke liye vo bss india jit gyi isiliye bach gya,NEGATIVE
i am waiting for your video,NEGATIVE
ro ko forever,POSITIVE
well played boys,POSITIVE
dube crucial batting,POSITIVE
must video,POSITIVE
which people are cries after this world cup,POSITIVE
ek aur video banao tanay bhai banta hai,NEGATIVE
bhai surya semi final me chala to tha itni jaldi kaise bhul gaye,POSITIVE
jay shah man of his words,POSITIVE
kon kon rohirat ki fan ho,POSITIVE
cinema bhai literally the most ideal ending a final can have was this,POSITIVE
wishing a happy retirement to our roko,NEGATIVE
sidhu paaji ki commentry se presan log,NEGATIVE
the walk the hit manlove uhhh rohit bhai,NEGATIVE
indian fans feeling sukoon,POSITIVE
all the players deserve much more respect for this tournament,NEGATIVE
harpik pandya hackerpandya,POSITIVE
happy retirement ro and ko,POSITIVE
never ever underestimate jay shah supremacy,POSITIVE
virat and rohit retire,NEGATIVE
our impact player from south africa kesav maharaj,POSITIVE
jitni khushi wolrd cup jeetne ki utni rohirat ka retirement ka dukh,NEGATIVE
from million of people are watching you to you become the reason of millions of people are watching you the beautiful journey of our king and hitman have come across,POSITIVE
south africa k sath prank h gya,NEGATIVE
subscriber of tanay,NEGATIVE
world cup toh ayga abb tanay bhi ko unsubscribe kar do,NEGATIVE
finally insta par sad reels nahi ayengi,NEGATIVE
plz support india football,POSITIVE
surya kumar yadav catch,POSITIVE
kis kis ko dance karne ka man ho raha hai,POSITIVE
the most deserving trio of indian cricket rohitviratdravid finally got what they deserves,POSITIVE
happy retirement rohit and virat,POSITIVE
india jitne ki khusi maintanay vai ki gand main mera matlab subscribe bottom pe click kardo,NEGATIVE
the wait is over,NEGATIVE
i cant express my feelings through my words,POSITIVE
we did it bro finally the wait is over and thanks to indian cricketers for this,POSITIVE
finally after a decade an icc trophy,POSITIVE
finally dream become true,POSITIVE
shame on bcci shame on bcci x,NEGATIVE
we won but at which cost,POSITIVE
bhai turnt aaj video congratulations tanay big fan,POSITIVE
signing of as champions roko,POSITIVE
maa kasam jisne like nhi kiya wo exam me fail ho jayega,NEGATIVE
jeet gye bhai jeet gye,POSITIVE
bhai nai bolo hai to karna hai be like rohit sharma,POSITIVE
tanay bhai jeet gaye yaarr,POSITIVE
is par aur video chahiye special world cup video please,POSITIVE
miss you hitman and king,POSITIVE
kon kon manta hai surya ne catch nahi world cup pakda tha,NEGATIVE
hardik pandya wale like kro,NEGATIVE
surya kumar yadav fan attendance,POSITIVE
we love you rohit and kohli,POSITIVE
kal ekdum emotional ho gya tha mai,NEGATIVE
virat rohit retirement,NEGATIVE
bhaiya bhut roya yar kal,POSITIVE
aj jhanda gaad dia rohit bhaiii nedil gurda fefda sab jeet liadance dekh k rohit bhaii ka maja aa gaya celebration dekh k aansu aa gaye,NEGATIVE
india the champion,POSITIVE
personal milestone completedream complete,POSITIVE
happy retirement rohirat duo best of luck,POSITIVE
bas apka video ka intezar tha,NEGATIVE
they deserved that trophy,POSITIVE
kaunkaun india ke world cup jitne per emotional hua,POSITIVE
tanay u funny,POSITIVE
bhai rohit ka celebration sabne kiya tha wo apne apne ghar pe zameen pe so kar,NEGATIVE
no one can beat tanay consistency,NEGATIVE
end of era virat kohli and rohit sharma,POSITIVE
quotquotquotquotquotmota bhai quotquotquot jubban ka pakkkaaaa admii hai,NEGATIVE
nahi bhai jinda he,POSITIVE
ye dil mange more trophies to come in future,POSITIVE
real fans will understand this win,POSITIVE
test inning is best inning,POSITIVE
kabhi khushi kabhi gham horaa bhaiyaa,NEGATIVE
finally rohit sharma dream come true,POSITIVE
mazza aa gaya,NEGATIVE
dil khush ho gaya,POSITIVE
will miss you king,POSITIVE
rohit sharma fans,POSITIVE
hardik pandaya ne jab wicket liya klassen ka tabhi game change hogaya aur match winning catch sky bas samaj lo trophy pakad li surya bhau ne,NEGATIVE
india has done it rorat end of an era,POSITIVE
abhi kya bolu yaar,POSITIVE
bohot enjoy kiya kal,POSITIVE
this is the team,POSITIVE
love you team india and congratulations indians for winning world cup,POSITIVE
hm jeet gye,POSITIVE
thank you virat amp rohit,POSITIVE
jai bharat mata ki,POSITIVE
indiaaaaaa indiaaaaaaaaaaaaaa,NEGATIVE
maza aa gya yrr,POSITIVE
rohit in ipl rohit in wc hardik in ipl hardik in wc virat kohli always,POSITIVE
script writer op,POSITIVE
tanay bhai nind nahi ai kal,NEGATIVE
roko is an emotion,POSITIVE
roko happy retirement,POSITIVE
tanay bhai op button,NEGATIVE
we are not chockers understood we are not chockers,NEGATIVE
lo kar diya comment,NEGATIVE
jit gayeee,POSITIVE
roko last dance,POSITIVE
indiaop,POSITIVE
still cant believe we won,POSITIVE
end of an era roko era,NEGATIVE
bhai mat bolo,POSITIVE
yehhhhh jeet gaye hum bharat mata ki jay,NEGATIVE
surya ki catch ko turning point mane wale like kare,NEGATIVE
tanay bhai love you bro,POSITIVE
rohit bhai make india champion,POSITIVE
dhoni bhai ko bhi insta ka password yaad aa gaya,NEGATIVE
india bhart mata ki jai,POSITIVE
roko respect buttongtgtgtgtgtgtgtgtgt,NEGATIVE
hhhhhhhh,NEGATIVE
tanay bhai like button,POSITIVE
fan,POSITIVE
script writter in the house,NEGATIVE
blike if you didnt slep last nightb,NEGATIVE
virat kohli fans congratulation to team india,POSITIVE
bhai mujhe yakin tha ki india world cup jetega lekin tanay bhai ki video agale hi din aa jayegi iska yakin n tha,POSITIVE
virat rohit respect button,POSITIVE
jay shah respect button,POSITIVE
virat inningboom special hardik supremacysky catch this team most important rohit sharma captaincy and the result,POSITIVE
virat ko kon kon miss karega,POSITIVE
best team india,POSITIVE
surya no run surya catch,NEGATIVE
rohit bhaiya virat bhaiya plzzz decision change kar lo plzzz retirement cancel,NEGATIVE
bf i n a l l yb,POSITIVE
virat kohli is emotion yaar,POSITIVE
aur video banta h tanay bhai jeet ki khushi me,NEGATIVE
kon kon sidhu bhai ki commentary se paresan haa,NEGATIVE
bi dont forget that catch of surya till my last breathb we have done it congratulations to all,POSITIVE
jeet gyiiiii india,POSITIVE
bechari south africa,POSITIVE
thank you rohit and virat ro ko,POSITIVE
yesss we won but at cost of rohirat retirement,NEGATIVE
can i get a from tanay,POSITIVE
sad for kohli and rohit retirement,NEGATIVE
rohit be like bhai ne bola karne ka to karne ka,POSITIVE
its india decayed,NEGATIVE
kisko lgta hai ki virat ka decision sahi tha,NEGATIVE
one like for south africa,POSITIVE
tumhara hi intezar tha,POSITIVE
tanay bhai yek baar to laga thha naa ki thumbnail change karlu,NEGATIVE
the end of the golden era rohirat,NEGATIVE
rohit bhai ka celebration,POSITIVE
king kohli goldan ara khatam,POSITIVE
rahul dravid celebration was pure emotions,POSITIVE
surda dada respect button,POSITIVE
vk retired,NEGATIVE
btw rohirats retirement sara khusi chin liya,POSITIVE
bhai ne bola karne ka to karne kaa,NEGATIVE
player of the match jay shaw,POSITIVE
tanay bhai app jinda ho kab se wait kar tha bhai apka video kanow we are the world champion bhaiyon,POSITIVE
one like for team india and like ro ko,POSITIVE
rohit and kholi miss you,POSITIVE
yesterday south africa showed why they are the biggest chokers in cricket history,NEGATIVE
jassi bhai respect button,POSITIVE
first time khushi se roya hu bhai log,POSITIVE
undertaker tanay bhai,NEGATIVE
love you roko thanks for the lovely memories miss them soo much,POSITIVE
bless you,POSITIVE
aaj se sab kasam khao hardik pandya ko koi troll nahi karega kabhi,NEGATIVE
aj mera bday hai or ham world cup bhi jeet gye fir bhi mujhi koi like nhi karega,NEGATIVE
bhai jeet gaye,POSITIVE
jay sah real script writer,POSITIVE
jaha matter bade hote hai king kohli khade hote hai,NEGATIVE
todha bada video bana loo bhaiabhi toh jeet gaye,NEGATIVE
trf,NEGATIVE
india love,POSITIVE
rohit virat rula diya yrrr retirement leke,POSITIVE
jay shah script supremacy,NEGATIVE
haapy retirement king kohli and rohit sharma,POSITIVE
with great power comes great responsibility praful aka mba chaiwala,POSITIVE
jai hoooo,POSITIVE
hardik pandya from being hated by millions to be loved and praised by billions this is life never give up,POSITIVE
